90687 37308.20543667892790000
90737 28368.25294077377364013
90787 21115.80326163751389776
90837 15285.68992345355055961
90887 10690.75950051782583372
90937 7169.53109536758050045
90987 4663.93912309550906427
91037 2947.16982884713388712
91087 2002.61930149278461733
91137 1710.84845045732364063
91187 1965.44313064712869253
91237 2694.80624107147725544
91287 3829.49939340396678705
91337 5322.14976020659615565
91387 7114.98502548173940994
91437 9152.16524617750043152
91487 11367.05114108932920600
91537 13739.64261819056037579
91587 16259.48373008503474294
91637 18899.17203195046996791
91687 21625.89644152964438163
