90687 22415.88848441513503018
90737 16988.83546052382900734
90787 12589.72802780092204499
90837 9057.85861188534599467
90887 6278.62146280593874256
90937 4166.85165484869452885
90987 2670.20192566713678279
91037 1658.07893073708644591
91087 1112.92705283556498652
91137 971.20637338706346070
91187 1166.33388609039872385
91237 1643.75798198603162790
91287 2370.77148691242427477
91337 3316.16534862682930230
91387 4439.69832258655023677
91437 5715.42046964744273731
91487 7092.83825786764610808
91537 8568.76655689178972913
91587 10136.60198238611102497
91637 11772.40653377070663005
91687 13463.67446219920776483
