90687 24199.16645009613463905
90737 18189.14201114443442152
90787 13344.75097095551373800
90837 9499.35167608035100366
90887 6512.96771628705753471
90937 4286.03047554139672102
90987 2763.44359709292239060
91037 1784.46113850897646098
91087 1341.59378979809748182
91137 1351.64075553609129900
91187 1743.47920944272960370
91237 2462.26622440289322560
91287 3460.54711542376652424
91337 4697.86327611777609695
91387 6140.27526470829717796
91437 7750.22681275738172452
91487 9478.68571319569935489
91537 11315.47410956645261806
91587 13244.82216304040777828
91637 15253.83229003056602864
91687 17323.24586521427922681
