90687 387226.63260118771312220
90737 297135.42781201343369649
90787 222789.19041700761580198
90837 162043.83770483948545059
90887 113057.01563912568218356
90937 74497.34938236796163198
90987 45519.50882476065079165
91037 24257.12128363590229348
91087 10242.24217119870458101
91137 2483.79103957075514358
91187 0
91237 2273.62807736412293028
91287 8562.05559163289417657
91337 18211.93080553559698991
91387 30845.41148143775462260
91437 45920.30501850622899199
91487 62847.74051105456138721
91537 81454.34901609193345849
91587 101553.71500817145497103
91637 122836.73094661690122159
91687 145105.85228052391157861
