90687 39572.03227540403159498
90737 30272.45652222158136035
90787 22658.40374096372776113
90837 16507.10988170231755702
90887 11598.11972491877254728
90937 7811.98568977819442229
90987 5052.55322592853435980
91037 3092.70974625212208452
91087 1911.92807697768332020
91137 1412.20512521281857581
91187 1470.06654615981823074
91237 2016.87360870286526498
91287 2984.34598423321155873
91337 4312.23907644723244311
91387 5945.76713131797335034
91437 7840.91188200439442760
91487 9929.93520031847350005
91537 12184.81867944860206013
91587 14585.18964160128577127
91637 17117.59625424167205150
91687 19741.82214160089576158
