 ***** SUBTRACTION FILE *********
 iwhich ebeam pdfscale photon-induced
           4           4  -48075.401306510437       -48075.401306510437     
           4           5  -11632.926652414200       -11632.926652414200     
           5          -5  -10613.740169925324       -10613.740169925324     
           5          -4  -46372.478302747244       -46372.478302747244     
           5          -3  -11975.376119899214       -11975.376119899214     
           5          -2  -47857.879618184175       -47857.879618184175     
           5          -1  -11967.161982640973       -11967.161982640973     
           5           0   0.0000000000000000        0.0000000000000000     
           5           1  -387394.83593977056       -387394.83593977056     
           5           2  -47815.614500381751       -47815.614500381751     
           5           3  -11949.193414748181       -11949.193414748181     
           5           4  -47910.616517469520       -47910.616517469520     
           5           5  -11592.910243284947       -11592.910243284947     
           6          -5  -10576.975377917872       -10576.975377917872     
           6          -4  -46212.975495081395       -46212.975495081395     
           6          -3  -11934.331259382423       -11934.331259382423     
           6          -2  -47693.785961101996       -47693.785961101996     
           6          -1  -11926.132391487889       -11926.132391487889     
           6           0   0.0000000000000000        0.0000000000000000     
           6           1  -386047.99695964158       -386047.99695964158     
           6           2  -47651.610017089173       -47651.610017089173     
           6           3  -11908.201235441549       -11908.201235441549     
           6           4  -47746.413538459456       -47746.413538459456     
           6           5  -11553.035261245677       -11553.035261245677     
           7          -5  -10540.333776097803       -10540.333776097803     
           7          -4  -46054.001821819693       -46054.001821819693     
           7          -3  -11893.421853491804       -11893.421853491804     
           7          -2  -47530.234608919360       -47530.234608919360     
           7          -1  -11885.238443339185       -11885.238443339185     
           7           0   0.0000000000000000        0.0000000000000000     
           7           1  -384705.69895086437       -384705.69895086437     
           7           2  -47488.148231557803       -47488.148231557803     
           7           3  -11867.344860011770       -11867.344860011770     
           7           4  -47582.752499054652       -47582.752499054652     
           7           5  -11513.292560413945       -11513.292560413945     
           8          -5  -10503.818346217275       -10503.818346217275     
           8          -4  -45895.572249875171       -45895.572249875171     
           8          -3  -11852.652053461527       -11852.652053461527     
           8          -2  -47367.241504944628       -47367.241504944628     
           8          -1  -11844.484070337494       -11844.484070337494     
           8           0   0.0000000000000000        0.0000000000000000     
           8           1  -383368.04211051203       -383368.04211051203     
           8           2  -47325.244512826903       -47325.244512826903     
           8           3  -11826.627982527658       -11826.627982527658     
           8           4  -47419.649940969655       -47419.649940969655     
           8           5  -11473.685882457183       -11473.685882457183     
           9          -5  -10467.428619385231       -10467.428619385231     
           9          -4  -45737.684775308240       -45737.684775308240     
           9          -3  -11812.021346966969       -11812.021346966969     
           9          -2  -47204.804600110510       -47204.804600110510     
           9          -1  -11803.868760117621       -11803.868760117621     
           9           0   0.0000000000000000        0.0000000000000000     
           9           1  -382035.00886212103       -382035.00886212103     
           9           2  -47162.896812151652       -47162.896812151652     
           9           3  -11786.050090842240       -11786.050090842240     
           9           4  -47257.103814512724       -47257.103814512724     
           9           5  -11434.214726399514       -11434.214726399514     
          10          -5  -10431.146661776875       -10431.146661776875     
          10          -4  -45580.336910676444       -45580.336910676444     
          10          -3  -11771.529099779145       -11771.529099779145     
          10          -2  -47042.921358198393       -47042.921358198393     
          10          -1  -11763.391878500872       -11763.391878500872     
          10           0   0.0000000000000000        0.0000000000000000     
          10           1  -380705.99288718589       -380705.99288718589     
          10           2  -47001.102593664080       -47001.102593664080     
          10           3  -11745.610551067279       -11745.610551067279     
          10           4  -47095.111582454760       -47095.111582454760     
          10           5  -11394.878470391675       -11394.878470391675     
          11          -5  -10395.006555376516       -10395.006555376516     
          11          -4  -45423.435585105792       -45423.435585105792     
          11          -3  -11731.148184122576       -11731.148184122576     
          11          -2  -46881.486172140576       -46881.486172140576     
          11          -1  -11723.027365693066       -11723.027365693066     
          11           0   0.0000000000000000        0.0000000000000000     
          11           1  -379382.13929857500       -379382.13929857500     
          11           2  -46839.758795025060       -46839.758795025060     
          11           3  -11705.284357957426       -11705.284357957426     
          11           4  -46933.565216179006       -46933.565216179006     
          11           5  -11355.653847142821       -11355.653847142821     
          12          -5  -10358.990460844012       -10358.990460844012     
          12          -4  -45267.159687119070       -45267.159687119070     
          12          -3  -11690.931015203183       -11690.931015203183     
          12          -2  -46720.702888646862       -46720.702888646862     
          12          -1  -11682.825498913706       -11682.825498913706     
          12           0   0.0000000000000000        0.0000000000000000     
          12           1  -378062.84565961733       -378062.84565961733     
          12           2  -46679.064177605091       -46679.064177605091     
          12           3  -11665.119680915785       -11665.119680915785     
          12           4  -46772.673409536481       -46772.673409536481     
          12           5  -11316.585577961465       -11316.585577961465     
          13          -5  -10323.097951997886       -10323.097951997886     
          13          -4  -45111.416868464556       -45111.416868464556     
          13          -3  -11650.850637672003       -11650.850637672003     
          13          -2  -46560.466598373139       -46560.466598373139     
          13          -1  -11642.760393048811       -11642.760393048811     
          13           0   0.0000000000000000        0.0000000000000000     
          13           1  -376748.09604037181       -376748.09604037181     
          13           2  -46518.916374148102       -46518.916374148102     
          13           3  -11625.091689052293       -11625.091689052293     
          13           4  -46612.328824614873       -46612.328824614873     
          13           5  -11277.650576209126       -11277.650576209126     
          14          -5  -10287.328605500399       -10287.328605500399     
          14          -4  -44956.205314513994       -44956.205314513994     
          14          -3  -11610.906587082718       -11610.906587082718     
          14          -2  -46400.775443734135       -46400.775443734135     
          14          -1  -11602.831583618128       -11602.831583618128     
          14           0   0.0000000000000000        0.0000000000000000     
          14           1  -375437.87462004274       -375437.87462004274     
          14           2  -46359.313527346822       -46359.313527346822     
          14           3  -11585.199918074766       -11585.199918074766     
          14           4  -46452.529603214236       -46452.529603214236     
          14           5  -11238.848388237122       -11238.848388237122     
          15          -5  -10251.681989718229       -10251.681989718229     
          15          -4  -44801.523176123155       -44801.523176123155     
          15          -3  -11571.098390287079       -11571.098390287079     
          15          -2  -46241.627532470273       -46241.627532470273     
          15          -1  -11563.038597476669       -11563.038597476669     
          15           0   0.0000000000000000        0.0000000000000000     
          15           1  -374132.16527284309       -374132.16527284309     
          15           2  -46200.253745200112       -46200.253745200112     
          15           3  -11545.443895031000       -11545.443895031000     
          15           4  -46293.273852350889       -46293.273852350889     
          15           5  -11200.178551767895       -11200.178551767895     
          16          -5  -10216.154315103136       -10216.154315103136     
          16          -4  -44647.368495065952       -44647.368495065952     
          16          -3  -11531.425546556595       -11531.425546556595     
          16          -2  -46083.020862503909       -46083.020862503909     
          16          -1  -11523.380934048444       -11523.380934048444     
          16           0   0.0000000000000000        0.0000000000000000     
          16           1  -372830.83672068827       -372830.83672068827     
          16           2  -46041.735025852453       -46041.735025852453     
          16           3  -11505.823119560198       -11505.823119560198     
          16           4  -46134.559568804223       -46134.559568804223     
          16           5  -11161.640577253071       -11161.640577253071     
          17          -5  -10180.751787579851       -10180.751787579851     
          17          -4  -44493.723015837371       -44493.723015837371     
          17          -3  -11491.883089782088       -11491.883089782088     
          17          -2  -45924.936184392544       -45924.936184392544     
          17          -1  -11483.853829637344       -11483.853829637344     
          17           0   0.0000000000000000        0.0000000000000000     
          17           1  -371534.10016922466       -371534.10016922466     
          17           2  -45883.738649452804       -45883.738649452804     
          17           3  -11466.333047787310       -11466.333047787310     
          17           4  -45976.366944952868       -45976.366944952868     
          17           5  -11123.229900892125       -11123.229900892125     
          18          -5  -10145.470185658953       -10145.470185658953     
          18          -4  -44340.615594543749       -44340.615594543749     
          18          -3  -11452.479001049418       -11452.479001049418     
          18          -2  -45767.504843871342       -45767.504843871342     
          18          -1  -11444.489684784785       -11444.489684784785     
          18           0   0.0000000000000000        0.0000000000000000     
          18           1  -370241.80751012824       -370241.80751012824     
          18           2  -45726.392373304581       -45726.392373304581     
          18           3  -11427.004597219755       -11427.004597219755     
          18           4  -45818.727790788747       -45818.727790788747     
          18           5  -11084.953736595169       -11084.953736595169     
          19          -5  -10110.308968490281       -10110.308968490281     
          19          -4  -44188.115880958736       -44188.115880958736     
          19          -3  -11413.234049519466       -11413.234049519466     
          19          -2  -45610.505753402133       -45610.505753402133     
          19          -1  -11405.233952665294       -11405.233952665294     
          19           0   0.0000000000000000        0.0000000000000000     
          19           1  -368953.93830322288       -368953.93830322288     
          19           2  -45569.480697699357       -45569.480697699357     
          19           3  -11387.785529307206       -11387.785529307206     
          19           4  -45661.724766630214       -45661.724766630214     
          19           5  -11046.829496479302       -11046.829496479302     
          20          -5  -10075.284611742944       -10075.284611742944     
          20          -4  -44036.045402806951       -44036.045402806951     
          20          -3  -11374.096079047653       -11374.096079047653     
          20          -2  -45454.037906926125       -45454.037906926125     
          20          -1  -11366.111043478479       -11366.111043478479     
          20           0   0.0000000000000000        0.0000000000000000     
          20           1  -367671.04621978477       -367671.04621978477     
          20           2  -45413.100089900894       -45413.100089900894     
          20           3  -11348.699210783001       -11348.699210783001     
          20           4  -45505.150194256334       -45505.150194256334     
          20           5  -11008.812563291984       -11008.812563291984     
          21          -5  -10040.362876237719       -10040.362876237719     
          21          -4  -43884.490789742209       -43884.490789742209     
          21          -3  -11335.090503459272       -11335.090503459272     
          21          -2  -45298.099472398171       -45298.099472398171     
          21          -1  -11327.120499128941       -11327.120499128941     
          21           0   0.0000000000000000        0.0000000000000000     
          21           1  -366391.97592731938       -366391.97592731938     
          21           2  -45257.248717982322       -45257.248717982322     
          21           3  -11309.745183662686       -11309.745183662686     
          21           4  -45349.105254780967       -45349.105254780967     
          21           5  -10970.924594050273       -10970.924594050273     
          22          -5  -10005.560283595521       -10005.560283595521     
          22          -4  -43733.450306197861       -43733.450306197861     
          22          -3  -11296.216878838371       -11296.216878838371     
          22          -2  -45142.688674536999       -45142.688674536999     
          22          -1  -11288.261875697877       -11288.261875697877     
          22           0   0.0000000000000000        0.0000000000000000     
          22           1  -365117.28266154975       -365117.28266154975     
          22           2  -45101.924807143630       -45101.924807143630     
          22           3  -11270.923004304233       -11270.923004304233     
          22           4  -45193.588172089076       -45193.588172089076     
          22           5  -10933.165154870250       -10933.165154870250     
          23          -5  -9970.8764261384495       -9970.8764261384495     
          23          -4  -43582.922215272440       -43582.922215272440     
          23          -3  -11257.474760782730       -11257.474760782730     
          23          -2  -44987.803736026864       -44987.803736026864     
          23          -1  -11249.534728800179       -11249.534728800179     
          23           0   0.0000000000000000        0.0000000000000000     
          23           1  -363846.95057315566       -363846.95057315566     
          23           2  -44947.126580575015       -44947.126580575015     
          23           3  -11232.232228593784       -11232.232228593784     
          23           4  -45038.597168146865       -45038.597168146865     
          23           5  -10895.533811534289       -10895.533811534289     
          24          -5  -9936.3108744294732       -9936.3108744294732     
          24          -4  -43432.904757948592       -43432.904757948592     
          24          -3  -11218.863698962959       -11218.863698962959     
          24          -2  -44833.442855688743       -44833.442855688743     
          24          -1  -11210.938608044700       -11210.938608044700     
          24           0   0.0000000000000000        0.0000000000000000     
          24           1  -362580.96482286602       -362580.96482286602     
          24           2  -44792.852237320039       -44792.852237320039     
          24           3  -11193.672406306956       -11193.672406306956     
          24           4  -44884.130441191606       -44884.130441191606     
          24           5  -10858.030124296143       -10858.030124296143     
          25          -5  -9901.8628223310807       -9901.8628223310807     
          25          -4  -43283.394454918336       -43283.394454918336     
          25          -3  -11180.382808722963       -11180.382808722963     
          25          -2  -44679.602497184183       -44679.602497184183     
          25          -1  -11172.472629224882       -11172.472629224882     
          25           0   0.0000000000000000        0.0000000000000000     
          25           1  -361319.29402863421       -361319.29402863421     
          25           2  -44639.098242285661       -44639.098242285661     
          25           3  -11155.242654050526       -11155.242654050526     
          25           4  -44730.184452517191       -44730.184452517191     
          25           5  -10820.653223344299       -10820.653223344299     
          26          -5  -9867.5314107355662       -9867.5314107355662     
          26          -4  -43134.387663852423       -43134.387663852423     
          26          -3  -11142.031170853355       -11142.031170853355     
          26          -2  -44526.278985757846       -44526.278985757846     
          26          -1  -11134.135873505613       -11134.135873505613     
          26           0   0.0000000000000000        0.0000000000000000     
          26           1  -360061.90536887385       -360061.90536887385     
          26           2  -44485.860922020860       -44485.860922020860     
          26           3  -11116.942053830600       -11116.942053830600     
          26           4  -44576.755525185959       -44576.755525185959     
          26           5  -10783.402198101743       -10783.402198101743     
          27          -5  -9833.3161307072151       -9833.3161307072151     
          27          -4  -42985.882137010340       -42985.882137010340     
          27          -3  -11103.808232515701       -11103.808232515701     
          27          -2  -44373.470110249706       -44373.470110249706     
          27          -1  -11095.927787972440       -11095.927787972440     
          27           0   0.0000000000000000        0.0000000000000000     
          27           1  -358808.77978349477       -358808.77978349477     
          27           2  -44333.138065568404       -44333.138065568404     
          27           3  -11078.770052909967       -11078.770052909967     
          27           4  -44423.841447417391       -44423.841447417391     
          27           5  -10746.276486666291       -10746.276486666291     
          28          -5  -9799.1996973314090       -9799.1996973314090     
          28          -4  -42837.788502727868       -42837.788502727868     
          28          -3  -11065.713439820684       -11065.713439820684     
          28          -2  -44221.173655708320       -44221.173655708320     
          28          -1  -11057.847818767186       -11057.847818767186     
          28           0   0.0000000000000000        0.0000000000000000     
          28           1  -357559.33234633319       -357559.33234633319     
          28           2  -44180.927458244376       -44180.927458244376     
          28           3  -11040.726097666484       -11040.726097666484     
          28           4  -44271.440003223950       -44271.440003223950     
          28           5  -10709.253746518225       -10709.253746518225     
          29          -5  -9765.2152763709310       -9765.2152763709310     
          29          -4  -42690.279743483523       -42690.279743483523     
          29          -3  -11027.720837078756       -11027.720837078756     
          29          -2  -44069.288645690307       -44069.288645690307     
          29          -1  -11019.871062184859       -11019.871062184859     
          29           0   0.0000000000000000        0.0000000000000000     
          29           1  -356314.68022255786       -356314.68022255786     
          29           2  -44029.130768424599       -44029.130768424599     
          29           3  -11002.786366604210       -11002.786366604210     
          29           4  -44119.447833555052       -44119.447833555052     
          29           5  -10672.377222487761       -10672.377222487761     
          30          -5  -9731.3456902120961       -9731.3456902120961     
          30          -4  -42543.266798665281       -42543.266798665281     
          30          -3  -10989.881019825290       -10989.881019825290     
          30          -2  -43918.011773498962       -43918.011773498962     
          30          -1  -10982.046011486906       -10982.046011486906     
          30           0   0.0000000000000000        0.0000000000000000     
          30           1  -355074.24263492227       -355074.24263492227     
          30           2  -43877.939413210377       -43877.939413210377     
          30           3  -10964.997193488816       -10964.997193488816     
          30           4  -43968.066392274573       -43968.066392274573     
          30           5  -10635.624649828766       -10635.624649828766     
          31          -5  -9697.5924905035063       -9697.5924905035063     
          31          -4  -42396.755898245610       -42396.755898245610     
          31          -3  -10952.169823006319       -10952.169823006319     
          31          -2  -43767.248860530788       -43767.248860530788     
          31          -1  -10944.349449105037       -10944.349449105037     
          31           0   0.0000000000000000        0.0000000000000000     
          31           1  -353838.07552010007       -353838.07552010007     
          31           2  -43727.261526998365       -43727.261526998365     
          31           3  -10927.336307603226       -10927.336307603226     
          31           4  -43817.199482402066       -43817.199482402066     
          31           5  -10598.997586050886       -10598.997586050886     
          32          -5  -9663.9510550498962       -9663.9510550498962     
          32          -4  -42250.728151078802       -42250.728151078802     
          32          -3  -10914.582927068754       -10914.582927068754     
          32          -2  -43616.983344876906       -43616.983344876906     
          32          -1  -10906.777258143469       -10906.777258143469     
          32           0   0.0000000000000000        0.0000000000000000     
          32           1  -352606.00942462496       -352606.00942462496     
          32           2  -43577.081179597415       -43577.081179597415     
          32           3  -10889.799851648684       -10889.799851648684     
          32           4  -43666.829824280459       -43666.829824280459     
          32           5  -10562.491308362514       -10562.491308362514     
          33          -5  -9630.4221363523975       -9630.4221363523975     
          33          -4  -42105.186443858780       -42105.186443858780     
          33          -3  -10877.120823809761       -10877.120823809761     
          33          -2  -43467.216844782932       -43467.216844782932     
          33          -1  -10869.329831636453       -10869.329831636453     
          33           0   0.0000000000000000        0.0000000000000000     
          33           1  -351378.06942004710       -351378.06942004710     
          33           2  -43427.399680246133       -43427.399680246133     
          33           3  -10852.388092271285       -10852.388092271285     
          33           4  -43516.959386534290       -43516.959386534290     
          33           5  -10526.106538469263       -10526.106538469263     
          34          -5  -9597.0052290853346       -9597.0052290853346     
          34          -4  -41960.128622955643       -41960.128622955643     
          34          -3  -10839.782963270438       -10839.782963270438     
          34          -2  -43317.947161721531       -43317.947161721531     
          34          -1  -10832.006619897613       -10832.006619897613     
          34           0   0.0000000000000000        0.0000000000000000     
          34           1  -350154.23654857837       -350154.23654857837     
          34           2  -43278.214831434423       -43278.214831434423     
          34           3  -10815.100480313937       -10815.100480313937     
          34           4  -43367.585968786152       -43367.585968786152     
          34           5  -10489.842737972911       -10489.842737972911     
          35          -5  -9563.6999037144124       -9563.6999037144124     
          35          -4  -41815.552851447137       -41815.552851447137     
          35          -3  -10802.568875721772       -10802.568875721772     
          35          -2  -43169.172417242546       -43169.172417242546     
          35          -1  -10794.807153212081       -10794.807153212081     
          35           0   0.0000000000000000        0.0000000000000000     
          35           1  -348934.49470608123       -348934.49470608123     
          35           2  -43129.524755174760       -43129.524755174760     
          35           3  -10777.936546360026       -10777.936546360026     
          35           4  -43218.707691485528       -43218.707691485528     
          35           5  -10453.699447651918       -10453.699447651918     
          36          -5  -9530.5034788866178       -9530.5034788866178     
          36          -4  -41671.447947161971       -41671.447947161971     
          36          -3  -10765.475926849584       -10765.475926849584     
          36          -2  -43020.882480713306       -43020.882480713306     
          36          -1  -10757.728916188295       -10757.728916188295     
          36           0   0.0000000000000000        0.0000000000000000     
          36           1  -347718.74609250762       -347718.74609250762     
          36           2  -42981.319683666574       -42981.319683666574     
          36           3  -10740.893923748343       -10740.893923748343     
          36           4  -43070.314023196464       -43070.314023196464     
          36           5  -10417.673871967825       -10417.673871967825     
          37          -5  -9497.4193045391003       -9497.4193045391003     
          37          -4  -41527.827746719588       -41527.827746719588     
          37          -3  -10728.507210384647       -10728.507210384647     
          37          -2  -42873.088923144154       -42873.088923144154     
          37          -1  -10720.774767284165       -10720.774767284165     
          37           0   0.0000000000000000        0.0000000000000000     
          37           1  -346507.10968960635       -346507.10968960635     
          37           2  -42833.610470545944       -42833.610470545944     
          37           3  -10703.975177503482       -10703.975177503482     
          37           4  -42922.417327015661       -42922.417327015661     
          37           5  -10381.769470103842       -10381.769470103842     
          38          -5  -9464.4446471106494       -9464.4446471106494     
          38          -4  -41384.680878004292       -41384.680878004292     
          38          -3  -10691.660049100814       -10691.660049100814     
          38          -2  -42725.781435817480       -42725.781435817480     
          38          -1  -10683.942145751556       -10683.942145751556     
          38           0   0.0000000000000000        0.0000000000000000     
          38           1  -345299.48547518253       -345299.48547518253     
          38           2  -42686.387163150357       -42686.387163150357     
          38           3  -10667.177892974112       -10667.177892974112     
          38           4  -42775.006898864638       -42775.006898864638     
          38           5  -10345.983399037039       -10345.983399037039     
          39          -5  -9431.5786143803853       -9431.5786143803853     
          39          -4  -41242.003588967957       -41242.003588967957     
          39          -3  -10654.933489777031       -10654.933489777031     
          39          -2  -42578.956208441639       -42578.956208441639     
          39          -1  -10647.230098856147       -10647.230098856147     
          39           0   0.0000000000000000        0.0000000000000000     
          39           1  -344095.83922453970       -344095.83922453970     
          39           2  -42539.645952743944       -42539.645952743944     
          39           3  -10630.501118444081       -10630.501118444081     
          39           4  -42628.078925673151       -42628.078925673151     
          39           5  -10310.314720770461       -10310.314720770461     
          40          -5  -9398.8203350505792       -9398.8203350505792     
          40          -4  -41099.792216179194       -41099.792216179194     
          40          -3  -10618.326601895445       -10618.326601895445     
          40          -2  -42432.609520998318       -42432.609520998318     
          40          -1  -10610.637696357910       -10610.637696357910     
          40           0   0.0000000000000000        0.0000000000000000     
          40           1  -342896.13749835826       -342896.13749835826     
          40           2  -42393.383120147511       -42393.383120147511     
          40           3  -10593.943924419000       -10593.943924419000     
          40           4  -42481.629685061984       -42481.629685061984     
          40           5  -10274.762519463140       -10274.762519463140     
          41          -5  -9366.1686255364330       -9366.1686255364330     
          41          -4  -40958.041799832135       -40958.041799832135     
          41          -3  -10581.838127215626       -10581.838127215626     
          41          -2  -42286.736344332574       -42286.736344332574     
          41          -1  -10574.163680798665       -10574.163680798665     
          41           0   0.0000000000000000        0.0000000000000000     
          41           1  -341700.33478193916       -341700.33478193916     
          41           2  -42247.593638812890       -42247.593638812890     
          41           3  -10557.505054997222       -10557.505054997222     
          41           4  -42335.654144034255       -42335.654144034255     
          41           5  -10239.325555184390       -10239.325555184390     
          42          -5  -9333.6219384713331       -9333.6219384713331     
          42          -4  -40816.745877783978       -40816.745877783978     
          42          -3  -10545.466429141234       -10545.466429141234     
          42          -2  -42141.330137119163       -42141.330137119163     
          42          -1  -10537.806416413223       -10537.806416413223     
          42           0   0.0000000000000000        0.0000000000000000     
          42           1  -340508.37135094963       -340508.37135094963     
          42           2  -42102.270968376426       -42102.270968376426     
          42           3  -10521.182875695522       -10521.182875695522     
          42           4  -42190.145756311715       -42190.145756311715     
          42           5  -10204.002212425345       -10204.002212425345     
          43          -5  -9301.1777556287125       -9301.1777556287125     
          43          -4  -40675.893962963950       -40675.893962963950     
          43          -3  -10509.208853853459       -10509.208853853459     
          43          -2  -41996.380294174654       -41996.380294174654     
          43          -1  -10501.563251586806       -10501.563251586806     
          43           0   0.0000000000000000        0.0000000000000000     
          43           1  -339320.14963409491       -339320.14963409491     
          43           2  -41957.404509707354       -41957.404509707354     
          43           3  -10484.974738597928       -10484.974738597928     
          43           4  -42045.093907627044       -42045.093907627044     
          43           5  -10168.789869459230       -10168.789869459230     
          44          -5  -9268.8434924682952       -9268.8434924682952     
          44          -4  -40535.516719835578       -40535.516719835578     
          44          -3  -10473.073137462081       -10473.073137462081     
          44          -2  -41851.917723832419       -41851.917723832419     
          44          -1  -10465.441914091294       -10465.441914091294     
          44           0   0.0000000000000000        0.0000000000000000     
          44           1  -338135.95812222734       -338135.95812222734     
          44           2  -41813.025154405972       -41813.025154405972     
          44           3  -10448.888360622921       -10448.888360622921     
          44           4  -41900.529534617206       -41900.529534617206     
          44           5  -10133.696192266070       -10133.696192266070     
          45          -5  -9236.6237396330107       -9236.6237396330107     
          45          -4  -40395.633106844965       -40395.633106844965     
          45          -3  -10437.064060376782       -10437.064060376782     
          45          -2  -41707.961525157094       -41707.961525157094     
          45          -1  -10429.447179272596       -10429.447179272596     
          45           0   0.0000000000000000        0.0000000000000000     
          45           1  -336955.97596049681       -336955.97596049681     
          45           2  -41669.151991578052       -41669.151991578052     
          45           3  -10412.928510354483       -10412.928510354483     
          45           4  -41756.471754480619       -41756.471754480619     
          45           5  -10098.725920378172       -10098.725920378172     
          46          -5  -9204.5178846337949       -9204.5178846337949     
          46          -4  -40256.240528279915       -40256.240528279915     
          46          -3  -10401.180961719656       -10401.180961719656     
          46          -2  -41564.509055781411       -41564.509055781411     
          46          -1  -10393.578386486857       -10393.578386486857     
          46           0   0.0000000000000000        0.0000000000000000     
          46           1  -335780.18044472486       -335780.18044472486     
          46           2  -41525.782379066106       -41525.782379066106     
          46           3  -10377.094527306734       -10377.094527306734     
          46           4  -41612.917923983419       -41612.917923983419     
          46           5  -10063.878404880059       -10063.878404880059     
          47          -5  -9172.5254137914162       -9172.5254137914162     
          47          -4  -40117.336798435776       -40117.336798435776     
          47          -3  -10365.423284014047       -10365.423284014047     
          47          -2  -41421.558086625300       -41421.558086625300     
          47          -1  -10357.834978439845       -10357.834978439845     
          47           0   0.0000000000000000        0.0000000000000000     
          47           1  -334608.55257049762       -334608.55257049762     
          47           2  -41382.914088081801       -41382.914088081801     
          47           3  -10341.385854337947       -10341.385854337947     
          47           4  -41469.865813447395       -41469.865813447395     
          47           5  -10029.153099355171       -10029.153099355171     
          48          -5  -9140.6459230236360       -9140.6459230236360     
          48          -4  -39978.920186285861       -39978.920186285861     
          48          -3  -10329.790584437258       -10329.790584437258     
          48          -2  -41279.106846889015       -41279.106846889015     
          48          -1  -10322.216512437910       -10322.216512437910     
          48           0   0.0000000000000000        0.0000000000000000     
          48           1  -333441.07743757218       -333441.07743757218     
          48           2  -41240.545348228887       -41240.545348228887     
          48           3  -10305.802048909653       -10305.802048909653     
          48           4  -41327.313651736826       -41327.313651736826     
          48           5  -9994.5495710545802       -9994.5495710545802     
          49          -5  -9108.8790090598050       -9108.8790090598050     
          49          -4  -39840.988964298274       -39840.988964298274     
          49          -3  -10294.282421066484       -10294.282421066484     
          49          -2  -41137.153569412883       -41137.153569412883     
          49          -1  -10286.722546698060       -10286.722546698060     
          49           0   0.0000000000000000        0.0000000000000000     
          49           1  -332277.74017556198       -332277.74017556198     
          49           2  -41098.674392703688       -41098.674392703688     
          49           3  -10270.342669381353       -10270.342669381353     
          49           4  -41185.259671324864       -41185.259671324864     
          49           5  -9960.0673881032271       -9960.0673881032271     
          50          -5  -9077.2242692465079       -9077.2242692465079     
          50          -4  -39703.541407627519       -39703.541407627519     
          50          -3  -10258.898352654069       -10258.898352654069     
          50          -2  -40995.696489755064       -40995.696489755064     
          50          -1  -10251.352640128694       -10251.352640128694     
          50           0   0.0000000000000000        0.0000000000000000     
          50           1  -331118.52593587525       -331118.52593587525     
          50           2  -40957.299457476242       -40957.299457476242     
          50           3  -10235.007274823729       -10235.007274823729     
          50           4  -41043.702107392950       -41043.702107392950     
          50           5  -9925.7061192976544       -9925.7061192976544     
          51          -5  -9045.6838160524494       -9045.6838160524494     
          51          -4  -39566.586439026752       -39566.586439026752     
          51          -3  -10223.640476693690       -10223.640476693690     
          51          -2  -40854.743544730823       -40854.743544730823     
          51          -1  -10216.108752882108       -10216.108752882108     
          51           0   0.0000000000000000        0.0000000000000000     
          51           1  -329963.51058039442       -329963.51058039442     
          51           2  -40816.428060584469       -40816.428060584469     
          51           3  -10199.797655055707       -10199.797655055707     
          51           4  -40902.649336116156       -40902.649336116156     
          51           5  -9891.4679953295272       -9891.4679953295272     
          52          -5  -9014.2522162255482       -9014.2522162255482     
          52          -4  -39430.101038177731       -39430.101038177731     
          52          -3  -10188.503275136522       -10188.503275136522     
          52          -2  -40714.273571108235       -40714.273571108235     
